,ID,Objetivos,Estrategias,LARs,LAR,Acciones Potenciales,Categoria,Temas_G5,G5,Temas,Agenda,Nombre,Tipo G,Tipo,Proyecto Actividad,Responsable,Prioridad,Trimestre,Status,Ejecución,Comentarios Áreas,regulador G5,Tipo Coadyuvancia,Comentarios_x,Is Equal Proy,Is Equal Score,Coment Total,comentario_sd,Comentarios de los Comisionados,Prioridades,respuesta del área,Sugerencias CGPE,Respuesta área,valor JJ,esfuerzo JJ,comentario JJ,Oficina 1,valor RC,esfuerzo RC,comentario RC,Oficina 2,valor AR,esfuerzo AR,comentario AR,Oficina 3,average_score (Preliminar),valoración_RC2,esfuerzo_RC2,comentario_RC2,Score_RC2,valoración_JJ2,esfuerzo_JJ2,comentario_JJ2,Score_JJ2,valoración_SD2,esfuerzo_SD2,comentario_SD2,Score_SD2,valoración_AR2,esfuerzo_AR2,Average_score_round,Score_AR2,Comenatarios Comisionados 10.10.21,Comentarios reconsideración 20.10.21,Prioritarios,Puntuación Final,Detalle_deadline,Meta 2022,PAT 2022,¿Proviene de PAT 2021?,¿Ha sido concluido el proyecto o actividad?,"Mes y año tentativo de terminación del proyecto o actividad 
(mm/aa)",Nombre completo del responsable del proyecto,Porcentaje de avance al momento de atención a este reporte (0-100%),Comentarios_y
172,177,Objetivo 1 (Infraestructura),Estrategia 1.3,"LAR 1.3.5: Valorar mecanismos de coexistencia, mercado secundario, compartición y acceso dinámico de espectro radioeléctrico entre diversos servicios de radiocomunicaciones, en concordancia con el desarrollo tecnológico, las mejores prácticas regulatorias y modelos innovadores de gestión del espectro radioeléctrico",LAR 1.3.5,"Estudiar los métodos de prueba aplicables a la medición de técnicas/parámetros para la compartición y acceso dinámico al espectro y, en su caso, elaborar recomendaciones para verificar el cumplimiento en casos de compartición del espectro radioeléctrico.",Estudios y análisis,Infraestructura Digital,,Infraestructura Digital,,Métodos de prueba para evaluar la posible interferencia en el mercado secundiario del espectro radioeléctrico,,,Actividad,CES,2024,,nuevo,2024,,,,,,,,,,,"El objetivo es estudiar los métodos de prueba aplicables a la medición de técnicas/parámetros para la compartición y acceso dinámico al espectro.
El beneficio para el IFT es  disponer de una serie de recomendaciones técnicas para verificar el cumplimiento de los parámetros técnicos en los casos de compartición del espectro radioeléctrico y, con ello, garantizar las condiciones técnicas que sirvan como bases para el uso más eficiente del espectro, a través del mercado secundario.  ",,,,,,,,,,,,,,,,M,M,Será de mayor relevancia en tanto exista coordinación con estudio UER ID_165 a fin de no duplicar contenidos.[RC],50.0,M,M,,50.0,M,B,,35.0,B,B,,0,Será de mayor relevancia en tanto exista coordinación con estudio UER ID_165 a fin de no duplicar contenidos.[RC],,0.0,34.0,,,,,,,,,
173,178,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,LAR 4.1.1: Equiparar los niveles de calidad en la prestación de los servicios de TyR con referencias internacionales a través de indicadores y métricas cuantificables,LAR 4.1.1,"Contar con un catálogo de tramites  y tiempos de cancelación de los servicios de telecomunicaciones (telefonía fija, Internet fijo y TV de paga) considerando a los concesionarios y autorizados que concentran más del 90% de los usuarios de dichos servicios y, apartir de ello, dar certeza a los usuarios finales ( através del portal ""Soy Usuario"") sobre los trámites que deberán realizar en caso de cancelación.",Estudios y análisis,Infraestructura Digital,,Infraestructura Digital,,"Estudio sobre los tramites y tiempos para la cancelación de servicios de telecomunicaciones (telefonía fija, Internet fijo y TV de paga)",,,Actividad,CES,2023,,nuevo,2023,,,,,,,,,,,"El objetivo es realizar una investigación que integre las mejores prácticas internacionales relacionadas con las metodologías para la evaluación de diversos parámetros de servicios de telecomunicaciones en el contexto del IoT y nuevas tecnologías como 5G.
El beneficio para el IFT es tener elementos para formarse un criterio respecto a las metodologías de evaluación de los nuevos servicios de telecomunicaciones, particularmente de IoT y de tecnologías 5G para proponer, en su caso, herramientas de medición de desempeño.   ",,,,,,,,,,,,,,,,M,B,"De acuerdo con análisis preliminares prospectivos, se espera que el 5G llegue a México en 2024, por lo que se sugiere adelantar la fecha del estudio.[RC]",35.0,B,B,"Son servicios apenas en adopción, no estoy seguro de que sea necesario medir o estalblecer la calidad. [JJ]",0.0,M,B,,35.0,M,B,,35,"De acuerdo con análisis preliminares prospectivos, se espera que el 5G llegue a México en 2024, por lo que se sugiere adelantar la fecha del estudio.[RC]

Son servicios apenas en adopción, no estoy seguro de que sea necesario medir o estalblecer la calidad. [JJ]",,0.0,43.0,,,,,,,,,
174,179,Objetivo 1 (Infraestructura),Estrategia 1.1,"LAR1.1.1: Colaborar con los distintos órdenes de gobierno involucrados para homologar, simplificar, armonizar, transparentar y agilizar la tramitación y concesión de permisos para el despliegue de infraestructura de TyR",LAR 1.1.1,,Colaboración,Infraestructura Digital,,Infraestructura Digital,,Mapa de trámites municipales para el despliegue de infraestructura de telecomunicaciones ,,,Actividad,CES,2022,,nuevo,2022,,,,,,,,,,,"El objetivo del estudio es mapear los trámites municipales para el despliegue de infraestructura en municipios por orden de tamaño y cobertura de servicios de TyR.
El beneficio para el IFT es contar con un catálogo de trámites municipales para el despliegue de infraestructura y, a partir de ello, colaborar en la homologación, simplificación, armonización y agilización de trámites para el despliegue de infraestructura de TyR.
El CES tendrá comunicación con la UPR y la UCS para trabar en coadyuvancia y proveer insumos.",Revisar sinergias con el SNII (ID 16) y el relanzamiento del micrositio de infraestructura (ID 20),"De acuerdo,se hablará con la UPR y con la UCS para trabajarlo en coadyuvancia y proveerles insumos",,,,,,,,,,,,,,A,A,Será de mayor relevancia en tanto también se establezca coordinación con la CGME y autoridades municipales.[RC],100.0,A,A,Cómo se ve esto a la luz de los proyectos y estudios que ya ha realizado el IFT? [JJ],100.0,A,M,,85.0,M,B,,35,"Será de mayor relevancia en tanto también se establezca coordinación con la CGME y autoridades municipales.[RC]

Cómo se ve esto a la luz de los proyectos y estudios que ya ha realizado el IFT? [JJ]",,1.0,80.0,,,,,No,jul-22,María Isabel Reza Meneses,30.00%,Se incluyó al PAA 2022 en sustitución del ID 179 
175,180,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 3.1,"LAR 3.1.1: Desarrollar y difundir recomendaciones, lineamientos, disposiciones técnicas y/o
buenas prácticas en materia de ciberseguridad",LAR 3.1.1,"Investigar las mejores prácticas internacionales en materia de ciberseguridad, a efecto de generar las recomendaciones que mejor se adapten a la realidad nacional",Estudios y análisis,Ciberseguridad,Ciberseguridad,Ciberseguridad,,Mejores prácticas internacionales en materia de ciberseguridad y su adaptación al contexto nacional,,,Actividad,CES,2024,,nuevo,2024,,Sí,,,,,,,,,"El objetivo del estudio es investigar las mejores prácticas en materia de ciberseguridad desde un punto de vista técnico que incorpore la cadena creación de la inseguridad y los métodos para prevenirla.
El beneficio para el IFT es contar con un análisis de las mejores prácticas internacionales que se adapten al contexto nacional y permitan la detección de áreas de oportunidad para México.
Se hablará con la CGPU para trabajarlo en coadyuvancia y proveerles insumos.","Se sugiere considerar como insumos el ID 34 Micrositio de Ciberseguridad dirigido a usuarios de servicios de telecomunicaciones,  a través del cual se generará un espacio digital que diseñara y difundirá material informativo en materia de seguridad digital, y el ID 292 La Ciberseguridad como habilitador de la transformación digital en México ","De acuerdo,se hablará con la CGPU para trabajarlo en coadyuvancia y proveerles insumos",,,,,,,,,,,,,,M,B,"Se sugiere coordinar el estudio con ID_280, con lo que incrementaría la jerarquía a ""A"". [RC]",35.0,M,M,,50.0,A,M,,85.0,M,M,,50,"Se sugiere coordinar el estudio con ID_280, con lo que incrementaría la jerarquía a ""A"". [RC]",,0.0,55.0,,,,,,,,,
176,181,Objetivo 1 (Infraestructura),Estrategia 1.3,"LAR 1.3.5: Valorar mecanismos de coexistencia, mercado secundario, compartición y acceso dinámico de espectro radioeléctrico entre diversos servicios de radiocomunicaciones, en concordancia con el desarrollo tecnológico, las mejores prácticas regulatorias y modelos innovadores de gestión del espectro radioeléctrico",LAR 1.3.5,Investigación sobre las nuevas y  mejores prácticas internacionales relacionadas con métodos de prueba para la comprobación técnica/experimental de las emisiones radioeléctricas,Estudios y análisis,Infraestructura Digital,,Infraestructura Digital,,Métodos de prueba para la comprobación técnica/experimental de las emisiones radioléctricas no ionizantes,,,Actividad,CES,2022,,nuevo,2022,,,,,,,,,,,"El objetivo del estudio es investigar sobre las nuevas y mejores prácticas internacionales relacionadas con métodos de prueba para la comprobación de las emisiones radioeléctricas no ionizantes.
El beneficio para el IFT es contar con información respecto de nuevos métodos de prueba que pudieran disminuir el tiempo de realización de las pruebas de emisiones radioeléctricas no ionizantes para, en su caso, proponer actualizaciones a la Disposición Técnica 012 (DT 012). ",,,,,,,,,,,,,,,,M,B,"Se sugiere adelantar el estudio, toda vez que está vigente la DT 012[RC]",35.0,A,A,"El tema puede ser complicado en el futuro cercano, mejor ir realizando los estudios y estar listos para cuando se requiera. [JJ]",100.0,A,A,,100.0,M,B,,35,"Se sugiere adelantar el estudio, toda vez que está vigente la DT 012[RC]

El tema puede ser complicado en el futuro cercano, mejor ir realizando los estudios y estar listos para cuando se requiera. [JJ]",,1.0,68.0,,,,,No,ene-23,María Isabel Reza Meneses,0.00%,Estudio sobre los métodos de prueba para la comprobación técnica/experimental de las emisiones radioeléctricas no ionizantes.
177,182,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia  4.2,"LAR 4.2.2: Monitorear y asegurar el cumplimiento de los principios y condiciones de una Internet abierta, innovadora y neutral por parte de los proveedores de servicios de Internet",LAR 4.2.2,Investigación sobre los mecanismos para el monitoreo del cumplimiento del principio de neutralidad de la red que resulten aplicables  en el marco de la regulación nacional,Estudios y análisis,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Mecanismos de monitoreo sobre la neutralidad de la red,,,Actividad,CES,2023,,nuevo,2023,,Sí,,,,,,,,,"El objetivo de la investigación es recopilar de la teoría y la práctica internacional los mecanismos para el monitoreo del cumplimiento del principio de neutralidad de la red, así como la identificación de aquellos que resulten aplicables en el marco de la regulación nacional.
El beneficio para el IFT es contar con una investigación que sirva como materia prima para el área encargada de verificar el cumplimiento de los lineamientos de gestión de tráfico y administración de red.  ",,,,,,,,,,,,,,,,A,A,Será de mayor relevancia en tanto se establezca claramente la coordinación con el área sustantiva para satisfacer su necesidad de información.[RC],100.0,A,A,"Ante la revisión auto impuesta por el IFT, esto será muy relevante. [JJ]",100.0,M,B,,35.0,A,B,,70,"Será de mayor relevancia en tanto se establezca claramente la coordinación con el área sustantiva para satisfacer su necesidad de información.[RC]

Ante la revisión auto impuesta por el IFT, esto será muy relevante. [JJ]",,1.0,76.0,,,,,,,,,
178,183,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 3.1,"LAR 3.1.1: Desarrollar y difundir recomendaciones, lineamientos, disposiciones técnicas y/o
buenas prácticas en materia de ciberseguridad",LAR 3.1.1,"Investigar sobre encripción homomórfica, los avances y beneficios de su implementación, en términos de manejo y privacidad de datos en la nube y, con ello, favorecer un acceso y uso seguro de los datos en la nube.",Estudios y análisis,Ciberseguridad,Ciberseguridad,Ciberseguridad,,"Estudio sobre encripción homomórfica, los avances y beneficios de su implementación",,,Actividad,CES,2025,,nuevo,2025,,Sí,,,,,,,,,"El objetivo del estudio es investigar sobre la evaluación de la conformidad en un entorno de acelerada evolución tecnológica a través del estudio de los mecanismos más eficientes para asegurar el cumplimiento del marco regulatorio en la materia en México.
El beneficio para el IFT es contar con una investigación que integre mecanismos más eficientes para asegurar el cumplimiento de las diversas disposiciones técnicas, por ejemplo, para dispositivos de IoT. Lo anterior, con la intención de favorecer el desarrollo/implementación de dichos dispositivos, sin obviar los procedimientos de evaluación de la conformidad.  ",,,,,,,,,,,,,,,,M,B,"Será de mayor relevancia en tanto exista coordinación con estudio UPR ID_344 a fin de ser un insumo necesario para la actualización de los Lineamientos y, en su caso de publicación, adelantar la fecha del estudio.[RC]",35.0,B,B,Algo confuso de entener lo que se pretende con el estudio. [JJ],0.0,M,M,,50.0,B,B,,0,"Será de mayor relevancia en tanto exista coordinación con estudio UPR ID_344 a fin de ser un insumo necesario para la actualización de los Lineamientos y, en su caso de publicación, adelantar la fecha del estudio.[RC]

Algo confuso de entener lo que se pretende con el estudio. [JJ]",,0.0,25.0,,,,,,,,,
179,184,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.4.,LAR: 4.4.2: Colaborar con instituciones involucradas para reforzar las herramientas en línea para canalizar quejas y reclamaciones relacionadas con la prestación de los servicios de TyR,LAR 4.4.2,"Estudiar y, en su caso,  establecer la relación de la portabilidad de datos con los servicios de TyR",Estudios y análisis,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Portabilidad de datos y su relación con los servicios de telecomunicaciones,,,Actividad,CES,2025,,nuevo,2025,,Sí,,,,,,,,,"El objetivo del estudio es recopilar información que permita entender el concepto de la portabilidad de datos y su relación con los  servicio de telecomunicaciones.
El beneficio para el IFT es contar con un documento que explique el concepto de portabilidad de datos y establezca su relación con los servicios de telecomunicaciones y radiodifusión regulados por el Instituto. ",,,,,,,,,,,,,,,,B,B,,0.0,M,M,,50.0,M,B,,35.0,M,B,,35,,,0.0,46.0,,,,,,,,,
180,185,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.5 Colaborar con otros grupos de interés (por ejemplo, universidades) para identificar los roles y profesiones en el ecosistema digital del futuro y fomentar la capacitación y formación
de recursos humanos",LAR 3.1.5,"Realizar un análisis integral del rol que
puede tomar el Instituto en materia de
formación de profesionales TIC del futuro, e identificar las áreas de acción de
mayor relevancia",Capacitación,Innovación Institucional,,Innovación Institucional,,Detección de necesidades de capacitación,,,Actividad,UADM,2026,,nuevo,Continuo,,,,,,,,,,,"Continuar con la Encuesta de Detección de Necesidades de Capacitación considerando un enfoque de igualdad de género, diversidad e inclusión, que incluya acciones de capacitación internacional (de acuerdo a los procedimientos establecidos y con base en el presupuesto asignado), seminarios y talleres. Asimismo, se propone incluir (en la de 2022) un rubro específico dentro del eje de TICS, referido a inteligencia de datos.

En la Detección de Necesidades de Capacitación que se lleva a cabo cada año, las áreas solicitan -con base en los proyectos que preveen llevar a cabo- los temas específicos en que requieren acciones de capacitación,  una vez concluida la DNC, se hace una priorización de acciones para su incorporación en el Programa Anual de Capacitación, garantizando que aquellas que tengan vinculación directa con el PAT sean atendidas.

La DGGT incluirá dentro del eje temático de TICS, la posibilidad de que las áreas soliciten de forma específicas acciones relacionadas con inteligencia de datos. 

Lo anterior implica que esta actividad genérica integra todas las actividades de capacitación previstas por el resto de las áreas.","Comentarlo a Administrativo
Enviar sólo a Diaz y no enviar a los demás comisionados.","Sugerimos puntualizar la redacción agregando una acotación:

Continuar con la Encuesta de Detección de Necesidades de Capacitación considerando un enfoque de igualdad de género, diversidad e inclusión, que incluya acciones de capacitación internacional (de acuerdo a los procedimientos establecidos y con base en el presupuesto asignado), seminarios y talleres. Asimismo, se propone incluir (en la de 2022) un rubro específico dentro del eje de TICS, referido a inteligencia de datos.

En la Detección de Necesidades de Capacitación que se lleva a cabo cada año, las áreas solicitan -con base en los proyectos que preveen llevar a cabo- los temas específicos en que requieren acciones de capacitación,  una vez concluida la DNC, se hace una priorización de acciones para su incorporación en el Programa Anual de Capacitación, garantizando que aquellas que tengan vinculación directa con el PAT sean atendidas.

La DGGT incluirá dentro del eje temático de TICS, la posibilidad de que las áreas soliciten de forma específicas acciones relacionadas con inteligencia de datos. 

Lo anterior implica que esta actividad genérica atiende las actividades previstas en los ID 321, 410, 433 y 436.",,,,,,,,,,,,,,A,B,,70.0,M,M,"Como la descripción lo indica, esto más que proyecto lo veo como continuidad de algo que se hace. [JJ]",50.0,M,M,,50.0,A,A,Respecto a este proyecto se considera que es necesario un análisis de que realmente se requiere para el personal y que cursos ya no representan mejoras en la capacitación. [AR],100,"Como la descripción lo indica, esto más que proyecto lo veo como continuidad de algo que se hace. [JJ]

Respecto a este proyecto se considera que es necesario un análisis de que realmente se requiere para el personal y que cursos ya no representan mejoras en la capacitación. [AR]",,1.0,68.0,,,,,Sí,feb-22,Alejandra Durán Piña,100.00%,"En el proceso de Detección de Necesidades de Capacitación que se llevó a cabo en el primer bimestre del año, se incluyó el rubro de ""Inteligencia de datos"", a fin de que las áreas que así lo consideraran, lo manifestaran como una acción a incluir en el Programa Anual de Capacitación. Esto aconteció, por lo que el PAC 2022 que será presentado para su autorización, al Comité Directivo del Sistema del Servicio Profesional incluye en el Eje Temático ""Tecnologías de la Información y Comunicaciones"", acciones de capacitación en materia de Inteligencia de Datos."
181,186,Objetivo 1 (Infraestructura),Estrategia 1.3,LAR 1.3.1 Promover la disponibilidad de espectro radioeléctrico para la provisión de diferentes servicios y aplicaciones de radiocomunicaciones,LAR 1.3.1,Licitaciones oportunas de espectro,Licitación,Otros temas G5,,Industria 4.0,"1. Agenda para la promoción de inversión, nuevos servicios, cobertura y conectividad",Licitación IFT-12 Servicio de acceso inalámbrico,,,Proyecto,UER,2023,IV,Nuevo,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-IV,30.0,Sí,No,,,,,
182,187,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.2: Aplicar la política de competencia económica en un contexto de mercados relevantes, teniendo presente la existencia de nuevos agentes, modelos de negocio y posibles cuellos de botella o insumos esenciales en la provisión de servicios digitales",LAR 2.1.2,Competencia económica,Diseño Institucional,Innovación Institucional,,Competencia en el Ecosistema Digital,,"Lineamientos sobre el uso de medios electrónicos para la
sustanciación de procedimientos y trámites a cargo de la UCE
del IFT",,,Proyecto,UCE,2022,II,Nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-II,100.0,Sí,No,,,,,
183,188,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.2: Aplicar la política de competencia económica en un contexto de mercados relevantes, teniendo presente la existencia de nuevos agentes, modelos de negocio y posibles cuellos de botella o insumos esenciales en la provisión de servicios digitales",LAR 2.1.2,"Realizar una evaluación integral sobre las implicaciones, costos y beneficios de adecuar la aplicación de la política de
competencia económica hacia un con texto de mercados relevantes y mejores prácticas internacionales en el ecosis
tema digital, donde se incluyan todo el abanico de modelos de negocios y proposiciones de servicios en la cadena de
valor, así como evaluar la necesidad de efectuar cambios en el marco normativo actual para acomodar este enfoque regulatorio.",Competencia Económica,Otros temas G5,,Competencia en el Ecosistema Digital,,Determinación de obligaciones específicas aplicables al agente económico con poder sustancial en la provisión del servicio de televisión y audio restringidos en 9 mercados relevantes,Instrumento Regulatorio,Proyecto,Proyecto,UPR,2023,III,nuevo,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-III,37.0,Sí,No,,,,,
184,189,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4 Garantizar un monitoreo continuo de las medidas regulatorias impuestas por el Instituto, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital. ",LAR 2.1.4,"A partir de la identificación de las áreas de mejora, de ser necesario, actualizar los mecanismos para monitorear de manera continua las acciones llevadas a cabo, de acuerdo con los principios de
“smart regulation” y ”soft regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital.",Competencia Económica,Innovación Institucional,,Competencia en el Ecosistema Digital,"1. Agenda para la promoción de inversión, nuevos servicios, cobertura y conectividad","Actualización de las metodologías, términos y condiciones para llevar a cabo las pruebas de replicabilidad económica, así como de sus modelos asociados",Guías Técnicas,Proyecto,Proyecto,UPR,2022,II,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-II,100.0,Sí,No,,,,,
185,190,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4 Garantizar un monitoreo continuo de las medidas regulatorias impuestas por el Instituto, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital. ",LAR 2.1.4,"A partir de la identificación de las áreas de mejora, de ser necesario, actualizar los mecanismos para monitorear de manera continua las acciones llevadas a cabo, de acuerdo con los principios de
“smart regulation” y ”soft regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital.",Competencia Económica,Innovación Institucional,,Competencia en el Ecosistema Digital,,Revisión del sistema de precios tope de los títulos de concesión de Telmex y Telnor,Monitoreo,Proyecto,Proyecto,UPR,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
186,191,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4 Garantizar un monitoreo continuo de las medidas regulatorias impuestas por el Instituto, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital. ",LAR 2.1.4,"A partir de la identificación de las áreas de mejora, de ser necesario, actualizar los mecanismos para monitorear de manera continua las acciones llevadas a cabo, de acuerdo con los principios de
“smart regulation” y ”soft regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital.",Competencia Económica,Innovación Institucional,,Competencia en el Ecosistema Digital,,Tercera revisión bienal en el sector de telecomunicaciones,Monitoreo,Proyecto,Proyecto,UPR,2024,I,nuevo,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-I,8.0,Sí,No,,,,,
187,192,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.4: Colaborar con los organismos nacionales relevantes en la promoción de la alfabetización digital y fomentar la confianza de los usuarios acerca de los servicios y dispositivos disponibles en el ecosistema digital, así como en el uso responsable ",LAR 3.1.4,"Diseñar y difundir contenido informativo para promover la confianza y el acceso de los usuarios a los contenidos y aplicaciones en Internet, en un marco de transparencia y privacidad de la in formación.",Competencia Económica,Innovación Institucional,,Competencia en el Ecosistema Digital,,Catálogo de dispositivos IoT,Monitoreo,Proyecto,Proyecto,CGPU,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
188,193,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,"LAR 4.1.2: Diseñar, ejecutar y administrar sistemas de medición para monitorear y supervisar el cumplimiento de los niveles de calidad en la prestación de los servicios de TyR",LAR 4.1.2,"Diseñar y difundir contenido informativo para promover la confianza y el acceso de los usuarios a los contenidos y aplicaciones en Internet, en un marco de transparencia y privacidad de la in formación.",Regulación,Infraestructura Digital,,Infraestructura Digital,,Metodología de contadores de desempeño del servicio fijo*,Monitoreo,Proyecto,Proyecto,UPR,2022,III,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-III,100.0,Sí,Sí,,,,,
189,194,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,LAR 4.1.3: Fomentar el acceso a la información por parte de usuarios acerca de las condiciones y niveles de calidad en la prestación de los servicios de TyR,LAR 3.1.4,"Identificar potenciales áreas de mejora, en cooperación con asociaciones de usuarios, con vistas a perseguir difundir información relacionada con los parámetros y que sean fácilmente compensibles por los usuarios",Colaboración,Regulación Colaborativa,,Innovación Institucional,,Premio a las buenas prácticas de la industria,Diseño institucional,Proyecto,Proyecto,CGPU,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
190,195,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,"LAR 4.3.3:Analizar la posible emisión de disposiciones y proyectos regulatorios en materia de contenidos audiovisuales acorde con las nuevas formas de transmisión y consumo de estos tipos de contenidos, tomando en cuenta la evolución y convergencia tecnol",LAR 4.3.3,"Identificar acciones de emisión y/o actualización de regulación sobre contenidos audiovisuales, considerando su
desarrollo, así como la evolución en sus
formas de consumo y transmisión. En este sentido, se tendrán en consideración las diferencias fundamentales entre diferentes modelos de negocio ",Colaboración,Regulación Colaborativa,,Innovación Institucional,,Modificación de los lineamientos generales para el acceso a la multiprogramación,Diseño institucional,Proyecto,Proyecto,UMCA,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
191,196,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,LAR 4.4.4 Impulsar la Alfabetización Mediática e Informacional respecto de los contenidos audiovisuales,LAR 4.3.3,"Continuar desarrollando los esfuerzos llevados a cabo por el Instituto hasta la fecha en torno a la AMI, tales como el proyecto de la unidad móvil, el micrositio “SOMOS AUDIENCIAS”, talleres, etc.",Colaboración,Regulación Colaborativa,,Innovación Institucional,,Concurso nacional de video. Yo conozco mis derechos digitales,Diseño institucional,Proyecto,Proyecto,CGPU,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
192,197,Objetivo Transversal,Estrategia T.1,"LAR T.1.2: Fomentar la sistematización y digitalización de los procesos de trabajo internos y externos, minimizando el impacto administrativo y promoviendo un gobierno digital y abierto, dentro y fuera del Instituto ",LAR T.1.2,"Valorar potenciales adecuaciones en la estructura del Instituto para acomodar las áreas de mejora identificadas (por ejemplo, relativas a la promoción de un gobierno digital).",Diseño Institucional,Otros temas G5,,Innovación Institucional,4. Agenda para la promoción del Gobierno Electrónico y Abierto,Programa de Mejora Administrativa del Instituto Federal de Telecomunicaciones 2022-2023,Estrategia,Proyecto,Proyecto,CGMR,2023,II,nuevo,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-II,50.0,Sí,No,,,,,
193,198,Objetivo Transversal,Estrategia T2,"LAR T.2.1 Fomentar la participación ciudadana y de la industria, la transparencia y rendición de cuentas, así como la protección de datos personales, en los procesos a cargo del Instituto",LAR T.2.1,"Identificar áreas de mejora en los mecanismos actuales relacionados con la participación ciudadana y de la industria, así como en la transparencia, rendición de cuentas, y la protección de datos
personales, en los procesos a cargo del
Instituto.",Diseño Institucional,Otros temas G5,,Innovación Institucional,,Modificación de los Lineamientos para integrar el Acervo Estadístico del IFT,Estrategia,Proyecto,Proyecto,CGMR,2023,II,nuevo,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-II,70.0,Sí,No,,,,,
194,199,Objetivo 1 (Infraestructura),Estrategia 1.4,"LAR 1.4.1 Colaborar con las instituciones correspondientes en el diseño de los mecanismos
idóneos para cerrar la brecha de acceso universal y contribuir al logro de los objetivos de la política de inclusión universal y cobertura universal establecidos",LAR 1.4.1,"Seguir colaborando con las partes interesadas, así como con los concesionarios de servicios de TyR, en la identificación y análisis de potenciales métodos o alternativas para la puesta a disposición
de espectro radioeléctrico para fines distintos al comercial (por ejemplo, uso social, comunitario e indígena).",Diseño Institucional,Otros temas G5,,Innovación Institucional,,Evolución de la cobertura del servicio móvil en los pueblos indígeneas,Estrategia,Actividad,Actividad,CGPU,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
